what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390501280917
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390501313837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390501315265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390501315941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1390501316366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390501319792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390501320021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390501320676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390501334960
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390501361710
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390501367209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390501372248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390501379838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390501387294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390501402565
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390502112424
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390502112581
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390502112712
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390502112861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390502113766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502117453
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390502118201
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502122035
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502124495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390502147516
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1390502160021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502167231
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502176204
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502185559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502221967
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502263727
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502270232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390502270957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390502273315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390502274559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502276583
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502280100
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502284582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502290957
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502305065
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502403719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502418508
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390502435570
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390502437221
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390502439402
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390502441195
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1390502443468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390502453998
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390502454208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502455924
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502500800
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502502675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502519213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390502551973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390502844786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390502849818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390502856025
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502861820
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390502868125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1390502878413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390502886501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390503002866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390503027442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390503053400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390503125749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390509101975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390509106101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390510215514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390510216761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512574082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512574813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512833538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512835116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512982714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390512984253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390513415659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390513416238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390580970755
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1390581041482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581045265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581045694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581054065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581054775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581054932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581062165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581063589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581086773
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390581104908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390581113456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581114622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581151524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581154815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581157787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581160533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581261381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581303353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581308029
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1390581309748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581345925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581386117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390581397024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581397482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1390581397701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581430791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581465130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581465246
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390581467055
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390581547566
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390581586525
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390581586556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390581625341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390582058431
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390582065655
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390582090529
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390582094567
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390582095288
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1390582095399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390582096137
