what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1390717036656
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1390717036684
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1390717036802
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1390717036827
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1390717036827
os,sysinfo,,,"win32",1390717036830
arch,sysinfo,,,"x86_64",1390717036830
ws,sysinfo,,,"win32",1390717036830
locale,sysinfo,,,"en_US",1390717036830
processors,sysinfo,,,"4",1390717036830
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1390717036830
java.runtime.version,sysinfo,,,"1.7.0_05-b06",1390717036830
java.specification.name,sysinfo,,,"Java Platform API Specification",1390717036830
java.specification.vendor,sysinfo,,,"Oracle Corporation",1390717036830
java.specification.version,sysinfo,,,"1.7",1390717036830
java.vendor,sysinfo,,,"Oracle Corporation",1390717036830
java.version,sysinfo,,,"1.7.0_05",1390717036830
java.vm.info,sysinfo,,,"mixed mode",1390717036830
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1390717036830
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1390717036830
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1390717036830
java.vm.specification.version,sysinfo,,,"1.7",1390717036830
java.vm.vendor,sysinfo,,,"Oracle Corporation",1390717036830
java.vm.version,sysinfo,,,"23.1-b03",1390717036830
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1390717037158
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1390717037642
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1390717038083
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1390717039220
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1390717072050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390717074977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390717091723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390717092008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390761945031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390761945810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390765337201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390765338261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390921536512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390921550380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390921570155
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390921587874
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1390921614869
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1390921615337
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1390921615493
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1390921615760
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1390921617319
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1390921617491
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1390921617712
